-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2023 in LST
Location: latitude  -1.2921   longitude 36.8219 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1642.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR
2023,4,16,5.3412,19.95,71.97,3.7,1.11
2023,4,17,5.6486,20.5,72.79,3.74,0.67
2023,4,18,5.323,20.3,76.08,3.72,3.14
2023,4,19,6.3002,20.5,72.4,3.44,0.84
2023,4,20,6.5369,20.62,72.57,2.4,1.08
2023,4,21,6.0204,20.63,77.8,2.45,2.38
2023,4,22,3.7853,18.65,84.36,3.26,21.1
2023,4,23,5.4449,19.19,75.15,2.56,2.87
2023,4,24,5.6693,19.9,79.02,3.23,2.4
2023,4,25,5.0016,18.87,83.68,2.69,3.3
2023,4,26,5.1814,19.45,77.82,2.27,4.54
2023,4,27,5.2558,19.68,77.12,2.37,1.4
2023,4,28,4.1338,19.71,79.12,2.85,4.8
2023,4,29,4.229,19.08,76.19,2.76,3.28
2023,4,30,3.9833,18.42,80.84,2.6,4.2
2023,5,1,3.7339,18.75,75.62,2.26,0.91
2023,5,2,5.1595,19.36,74.49,2.24,1.22
2023,5,3,4.2804,19.75,77.25,3.12,1.15
2023,5,4,6.4126,19.73,72.64,2.35,0.73
2023,5,5,6.5952,19.74,68.97,2.48,0.21
2023,5,6,6.293,20.37,72.13,2.63,0.63
2023,5,7,6.3972,20.55,75.12,2.6,0.85
2023,5,8,5.8272,20.65,73.48,2.85,0.56
2023,5,9,5.3215,19.97,75.79,3.15,1.09
2023,5,10,4.6872,19.75,74.16,3.11,0.58
2023,5,11,4.6238,19.95,75.8,3.21,0.65
2023,5,12,6.3845,20.55,68.5,2.99,0.21
2023,5,13,6.4296,21.02,72.33,2.75,0.41
2023,5,14,5.1156,20.71,70.99,2.37,0.45
2023,5,15,5.8642,20.96,68.71,2.24,0.12
2023,5,16,5.3326,20.67,68.62,2.53,0.87
2023,5,17,4.5029,19.96,76.66,2.69,2.94
2023,5,18,5.9333,20.5,70.8,2.7,1.26
2023,5,19,5.7065,19.88,65.24,2.26,0.28
2023,5,20,6.811,20.39,65.1,1.8,0.06
2023,5,21,6.498,21.42,67.78,1.71,0.21
2023,5,22,6.1212,21.13,67.45,2.4,0.13
2023,5,23,5.4799,20.85,73.16,2.41,1.47
2023,5,24,5.8162,20.55,67.37,3.04,0.22
2023,5,25,6.4558,20.12,68.74,3.05,0.11
2023,5,26,4.9541,19.77,69.8,3.43,0.41
2023,5,27,4.6435,18.67,75.14,4.02,0.89
2023,5,28,5.6858,18.84,74.38,4.03,1.95
2023,5,29,3.5479,18.5,75.23,3.32,1.43
2023,5,30,4.2996,18.83,72.66,3.11,0.29
2023,5,31,5.1514,19.49,68.74,2.56,0.11
2023,6,1,5.491,20.32,69.75,2.77,0.47
2023,6,2,5.2032,20.5,66.4,3.38,0.68
2023,6,3,4.7765,19.9,68.22,3.61,0.41
2023,6,4,5.0789,19.85,67.55,3.1,0.15
2023,6,5,6.3516,20.44,65.89,2.79,0.27
2023,6,6,5.3093,20.41,69.5,3.14,0.66
2023,6,7,6.4627,19.86,54.12,2.13,0.03
2023,6,8,6.7433,20.45,58.89,2.17,0.01
2023,6,9,4.9766,20.8,62.82,2.8,0.21
2023,6,10,5.7826,20.91,66.16,2.43,0.18
2023,6,11,5.1811,20.98,60.61,2.42,0.02
2023,6,12,5.3592,20.44,66.34,1.58,0.15
2023,6,13,5.3441,19.98,68.45,1.46,0.82
2023,6,14,4.249,19.78,70.62,1.68,0.79
2023,6,15,4.5278,20.25,73.88,1.88,1.96
2023,6,16,4.5605,19.14,80.25,1.74,4.25
2023,6,17,2.8296,18.13,76.46,2.25,2.45
2023,6,18,4.8106,19.21,70.76,2.67,0.39
2023,6,19,5.7614,19.5,68.94,2.44,0.41
2023,6,20,5.2546,20.21,69.4,1.93,0.35
2023,6,21,3.6494,19.45,72.71,2.64,1.14
2023,6,22,3.6214,19.71,69.11,2.26,0.21
2023,6,23,2.7797,18.84,74.36,2.2,0.69
2023,6,24,3.5438,18.88,69.13,2.03,0.19
2023,6,25,5.0014,19.1,66.78,1.72,0.04
2023,6,26,4.5048,19.01,70.68,1.98,0.59
2023,6,27,4.2809,19.07,69.03,2.12,0.48
2023,6,28,5.2174,19.55,65.51,2.12,0.55
2023,6,29,5.213,18.59,72.57,2.39,0.53
2023,6,30,3.0804,18.51,71.96,2.83,0.87
2023,7,1,2.6563,18.44,70.6,3.25,0.4
2023,7,2,2.947,18.39,67.53,3.21,0.37
2023,7,3,3.7807,18.5,69.91,3.41,0.38
2023,7,4,3.0257,18.07,69.61,3.01,0.34
2023,7,5,4.6392,19.57,63.44,1.85,0.13
2023,7,6,3.5702,18.62,70.46,2.2,0.82
2023,7,7,1.897,17.93,70.08,3.18,0.45
2023,7,8,4.2276,17.76,66.72,3.03,0.17
2023,7,9,6.1296,19.16,60.37,2.35,0.08
2023,7,10,6.4918,20.18,58.77,2.03,0.03
2023,7,11,6.6228,20.68,60.48,2.39,0.1
2023,7,12,4.7736,19.88,64.88,2.95,0.19
2023,7,13,3.8182,19.28,66.51,2.77,0.11
2023,7,14,5.5171,19.39,63.73,3.14,0.14
2023,7,15,5.6544,18.9,63.72,3.26,0.06
2023,7,16,5.2682,19.47,59.35,2.66,0.11
2023,7,17,4.133,19.45,59.46,2.47,0.1
2023,7,18,4.0344,19.61,62.52,2.53,0.16
2023,7,19,5.3239,19.91,62.74,2.07,0.08
2023,7,20,6.0778,20.58,61.01,2.02,0.21
2023,7,21,6.3701,20.81,58.3,3.12,0.02
2023,7,22,4.4472,20.01,62.95,2.51,0.22
2023,7,23,3.9427,19.66,63.21,2.97,0.08
2023,7,24,4.3169,20.29,66.1,2.63,0.22
2023,7,25,4.2492,19.92,67.65,2.8,0.45
2023,7,26,4.4935,19.67,64.18,2.75,0.18
2023,7,27,5.1881,19.46,62.12,2.8,0.13
2023,7,28,3.3211,18.92,68.07,2.92,0.23
2023,7,29,5.1185,20.44,63.99,2.6,0.08
2023,7,30,6.1404,20.68,65.01,2.49,0.49
2023,7,31,5.953,21.78,58.43,2.58,0.4
2023,8,1,4.8408,19.46,64.66,2.81,0.47
2023,8,2,2.9222,18.08,70.8,3.25,0.57
2023,8,3,2.9561,18.35,70.23,3.25,0.79
2023,8,4,3.139,18.54,66.55,3.29,0.56
2023,8,5,3.6934,18.93,67.52,3.38,0.92
2023,8,6,3.4692,18.95,69.29,3.68,1.16
2023,8,7,5.0976,19.15,67.03,2.93,1.17
2023,8,8,5.227,19.48,68.24,2.36,1.23
2023,8,9,3.7044,19.42,68.2,2.48,0.21
2023,8,10,4.1594,19.85,64.88,2.63,0.14
2023,8,11,4.6992,19.67,66.51,2.35,0.44
2023,8,12,5.1624,19.83,65.34,2.78,0.21
2023,8,13,6.0247,20.03,63.29,3.16,0.05
2023,8,14,6.5602,19.98,61.45,3.63,0.04
2023,8,15,6.4378,20.36,63.93,3.46,0.24
2023,8,16,5.4502,20.33,65.24,2.69,0.27
2023,8,17,4.507,20.06,66.94,2.98,0.87
2023,8,18,5.2874,19.9,61.72,3.6,0.25
2023,8,19,7.2439,20.51,53.4,2.99,0.16
2023,8,20,7.145,20.73,52.02,2.69,0.02
2023,8,21,6.6242,18.76,64.13,2.48,0.13
2023,8,22,6.6631,21.13,60.25,2.97,0.07
2023,8,23,6.9386,20.6,60.87,3.49,0.1
2023,8,24,6.5995,20.65,56.52,3.58,0.16
2023,8,25,7.02,20.88,57.58,3.32,0.1
2023,8,26,6.93,21.35,55.76,3.23,0.12
2023,8,27,6.8947,20.99,57.74,3.55,0.14
2023,8,28,5.251,19.89,61.09,3.93,0.28
2023,8,29,4.6762,19.48,63.66,3.6,0.44
2023,8,30,3.8167,19.41,66.0,3.72,0.66
2023,8,31,4.596,20.25,61.16,3.13,0.28
2023,9,1,5.3839,20.75,63.69,2.7,0.47
2023,9,2,5.4156,20.95,60.53,3.05,0.43
2023,9,3,6.8244,21.15,61.8,3.19,0.25
2023,9,4,5.8702,20.71,60.29,3.37,0.17
2023,9,5,6.4183,21.28,61.26,2.56,0.39
2023,9,6,5.5267,22.09,60.06,1.98,0.67
2023,9,7,5.6477,22.42,61.14,2.37,1.06
2023,9,8,4.8252,21.4,65.38,2.98,1.36
2023,9,9,3.7188,20.49,65.99,3.31,2.29
2023,9,10,6.2268,20.64,60.19,3.38,0.38
2023,9,11,6.1363,22.19,58.67,3.0,0.14
2023,9,12,6.57,22.47,59.29,3.16,0.11
2023,9,13,5.2037,21.64,66.11,4.16,0.68
2023,9,14,5.5822,20.91,54.93,3.88,0.08
2023,9,15,4.6925,21.31,57.9,3.62,0.22
2023,9,16,6.5148,21.82,57.93,3.14,0.36
2023,9,17,6.8045,22.06,57.39,3.29,0.25
2023,9,18,6.1075,21.98,57.68,2.95,0.32
2023,9,19,5.5577,21.14,62.92,2.91,0.76
2023,9,20,6.2522,22.36,57.65,2.44,0.28
2023,9,21,6.6619,22.69,57.25,3.51,0.21
2023,9,22,6.5635,22.22,59.51,3.6,0.8
2023,9,23,6.2359,22.0,57.53,3.58,0.42
2023,9,24,5.6633,21.58,58.62,3.61,0.38
2023,9,25,6.8189,21.84,57.31,2.93,0.77
2023,9,26,6.5242,21.7,54.13,2.65,0.1
2023,9,27,6.8386,21.95,58.62,3.43,0.25
2023,9,28,5.8039,21.91,61.05,4.23,0.35
2023,9,29,7.1882,21.87,63.02,4.0,0.64
2023,9,30,6.7966,22.19,58.07,3.51,0.18
2023,10,1,6.6209,22.42,58.33,2.94,0.27
2023,10,2,7.1162,22.1,49.47,3.76,0.12
2023,10,3,7.7318,21.38,55.24,4.1,0.99
2023,10,4,4.0714,20.68,69.48,4.56,2.76
2023,10,5,4.4978,20.89,62.22,3.96,0.43
2023,10,6,6.9852,21.42,61.89,4.02,0.96
2023,10,7,6.7267,21.47,52.25,3.75,0.33
2023,10,8,6.8729,21.88,50.9,3.6,0.0
2023,10,9,7.2732,22.59,55.42,3.65,0.43
2023,10,10,6.7618,22.23,58.07,3.79,1.67
2023,10,11,6.5165,21.86,52.68,3.55,0.51
2023,10,12,6.5515,21.86,51.15,3.13,0.06
2023,10,13,7.02,22.65,52.69,3.51,0.16
2023,10,14,7.0882,23.21,53.37,3.92,0.2
2023,10,15,6.8926,22.45,65.11,4.61,1.91
2023,10,16,5.2046,22.05,69.61,4.4,8.29
2023,10,17,6.2062,21.83,67.13,3.74,1.59
2023,10,18,6.0329,21.88,68.08,4.39,1.02
2023,10,19,5.3436,21.06,70.22,4.54,2.77
2023,10,20,6.0206,20.91,69.87,3.97,2.66
2023,10,21,5.2236,21.62,64.87,3.67,0.39
2023,10,22,6.4692,21.52,51.53,3.23,0.1
2023,10,23,6.9943,21.58,55.59,3.69,0.05
2023,10,24,6.9238,22.36,63.94,3.62,0.43
2023,10,25,6.3247,22.07,68.6,4.29,3.21
2023,10,26,5.0364,21.57,66.38,5.04,0.93
2023,10,27,5.2145,21.51,66.45,4.47,0.44
2023,10,28,5.43,21.43,65.24,4.07,1.4
2023,10,29,5.9594,21.32,66.87,4.01,1.41
2023,10,30,5.8428,20.42,71.93,4.4,1.65
2023,10,31,5.4648,20.34,72.25,4.33,7.93
2023,11,1,4.5605,20.83,69.16,3.66,1.72
2023,11,2,4.3426,20.1,77.36,3.91,9.0
2023,11,3,4.5158,18.82,81.2,3.1,23.41
2023,11,4,4.3742,19.07,77.62,2.93,6.53
2023,11,5,4.5079,19.56,76.63,2.6,7.1
2023,11,6,5.6976,19.65,78.37,3.53,7.53
2023,11,7,6.2746,19.79,77.38,3.28,1.85
2023,11,8,4.2799,19.97,78.8,3.31,3.03
2023,11,9,5.8474,20.0,79.08,3.64,3.57
2023,11,10,5.3546,20.3,79.5,4.02,4.13
2023,11,11,4.9786,19.85,81.76,4.29,7.69
2023,11,12,5.3455,20.35,81.31,4.26,6.67
2023,11,13,5.5754,19.66,82.76,3.76,4.12
2023,11,14,5.1869,20.1,78.9,3.19,0.66
2023,11,15,4.8871,20.07,79.72,3.51,2.43
2023,11,16,4.8024,19.81,80.87,3.59,2.6
2023,11,17,4.8024,19.39,81.24,3.88,10.58
2023,11,18,5.5562,19.12,80.13,3.42,3.19
2023,11,19,4.848,18.43,81.2,3.49,2.42
2023,11,20,4.8977,19.29,79.7,3.46,3.28
2023,11,21,4.716,19.66,81.93,3.53,7.35
2023,11,22,5.0808,19.89,82.72,4.05,4.68
2023,11,23,5.2843,18.58,83.9,4.03,2.65
2023,11,24,4.9099,18.28,78.7,2.66,11.81
2023,11,25,4.7028,18.64,85.03,2.44,8.65
2023,11,26,5.6441,19.24,83.79,3.18,3.91
2023,11,27,6.2664,18.85,82.82,3.3,3.61
2023,11,28,4.961,18.06,83.12,3.28,0.52
2023,11,29,6.5854,19.27,79.38,3.28,0.38
2023,11,30,6.7994,18.91,82.64,3.57,2.99
2023,12,1,6.4308,18.53,78.84,3.37,1.19
2023,12,2,6.2623,19.13,79.53,3.02,0.58
2023,12,3,5.7024,19.28,76.94,3.37,0.27
2023,12,4,5.9846,19.67,78.62,3.65,0.61
2023,12,5,5.7936,19.37,77.42,3.61,0.75
2023,12,6,5.9844,19.35,76.88,2.82,0.13
2023,12,7,7.2466,20.24,73.51,2.83,0.01
2023,12,8,7.1854,20.29,73.6,2.85,0.02
2023,12,9,6.3804,19.39,75.52,3.26,0.08
2023,12,10,5.5517,19.61,80.1,3.64,2.53
2023,12,11,6.4332,19.24,80.25,3.59,1.47
2023,12,12,6.343,20.61,77.43,3.44,1.27
2023,12,13,5.8634,20.25,81.82,2.66,0.97
2023,12,14,5.0798,20.7,79.71,2.69,2.58
2023,12,15,5.1869,20.67,80.65,3.73,3.6
2023,12,16,4.3219,20.5,80.84,3.96,1.47
2023,12,17,6.4087,20.17,78.24,4.8,0.38
2023,12,18,6.966,20.55,75.68,4.14,0.07
2023,12,19,5.2858,19.87,73.33,4.05,0.05
2023,12,20,6.4798,20.33,72.93,3.65,0.02
2023,12,21,6.744,20.68,72.86,4.16,0.02
2023,12,22,6.7205,20.3,75.87,4.12,0.54
2023,12,23,5.1749,20.81,76.91,3.89,1.77
2023,12,24,6.7675,21.17,76.77,3.65,1.18
2023,12,25,6.4704,21.38,76.42,3.88,1.04
2023,12,26,5.5949,20.73,77.05,4.89,1.4
2023,12,27,6.7565,20.16,70.65,4.74,0.23
2023,12,28,7.0289,20.55,73.55,3.63,0.76
2023,12,29,6.1858,21.0,74.42,3.4,1.21
2023,12,30,6.1457,20.3,77.7,3.54,1.69
2023,12,31,5.274,20.66,73.43,3.38,0.65
